21BLOK0002HCR_00001_1_PositiveControl,t1,t3,15,6,9,40,0,0,0,0,4,21176,994,0,0,0,0,0,0,168,145,0,0,0,233,132,583,254,0,0,0,0,0,2,0,3,0,1,255,638,0,0,0,0,0x003060b0,96,0x00305090,94,0x003050a0,93,0x003060c0,83,0x003060a0,58,0x004060b0,58,0x004060c0,53,0x004060d0,52,0x00305080,46,0x003060d0,38,0x003050b0,37,0x004060a0,35,0x00304080,30,0x004060e0,22,0x004070d0,15,0x00304090,14,0x004070c0,13,0x004070e0,12,0x00204070,12,0x00306090,11,03152022  15:50:39
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,16,7,9,40,0,0,0,0,31,20766,978,0,0,0,0,0,0,170,142,0,0,0,232,132,576,252,0,0,0,0,0,2,0,3,0,1,89,467,0,0,0,0,0x00305090,105,0x003060b0,98,0x003050a0,93,0x003060c0,83,0x004060a0,64,0x003060a0,64,0x004060b0,53,0x003060d0,43,0x003050b0,38,0x00304080,32,0x004060c0,32,0x00305080,29,0x004070d0,21,0x004060d0,20,0x00204080,19,0x004070c0,15,0x003070d0,14,0x003070e0,13,0x00204070,13,0x00304090,12,03152022  15:50:44
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,21,8,13,40,0,0,0,0,0,21228,994,0,0,0,0,0,0,168,145,0,0,0,242,131,582,258,0,0,0,0,0,2,0,3,0,1,283,667,0,0,0,0,0x00305090,96,0x003050a0,93,0x003060b0,91,0x003060c0,85,0x003060a0,59,0x004060b0,57,0x004060d0,52,0x004060c0,50,0x00305080,44,0x003060d0,42,0x003050b0,40,0x004060a0,34,0x00304080,30,0x004060e0,23,0x00304090,14,0x004070d0,13,0x00306090,13,0x004070c0,12,0x00304070,11,0x003070d0,10,03152022  15:50:48
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,18,7,11,41,0,0,0,0,19,21562,984,3,0,0,0,0,0,169,140,0,0,0,244,134,583,262,0,0,0,0,0,2,0,3,0,1,217,600,0,0,0,0,0x003050a0,120,0x003060b0,96,0x00305090,96,0x003060c0,73,0x003060a0,66,0x004060b0,58,0x003050b0,50,0x004060c0,40,0x00305080,40,0x004060a0,34,0x00304080,32,0x003060d0,30,0x004070d0,27,0x004060d0,20,0x00304090,19,0x00204070,16,0x00306090,15,0x004070e0,13,0x004070c0,12,0x003060e0,12,03152022  15:50:52
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,19,6,13,40,0,0,0,0,8,21260,993,0,0,0,0,0,0,167,143,0,0,0,238,131,581,250,0,0,0,0,0,2,0,3,0,1,294,677,0,0,0,0,0x003050a0,116,0x00305090,99,0x003060b0,79,0x003060c0,72,0x003060a0,62,0x004060b0,57,0x004060d0,53,0x004060c0,50,0x003050b0,44,0x00305080,41,0x003060d0,35,0x004060a0,29,0x00304080,23,0x00306090,20,0x004060e0,19,0x004070d0,16,0x00304090,15,0x004070e0,13,0x004070c0,13,0x00204080,10,03152022  15:50:59
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,16,8,8,39,0,0,0,0,12,21183,984,5,0,0,0,0,0,168,139,0,0,0,236,131,582,255,0,0,0,0,0,2,0,3,0,1,268,650,0,0,0,0,0x003050a0,99,0x00305090,91,0x003060b0,86,0x003060c0,71,0x003050b0,57,0x003060a0,56,0x004060c0,52,0x004060b0,50,0x00305080,42,0x003060d0,35,0x004070d0,33,0x00304080,31,0x004060d0,28,0x004060a0,23,0x004070e0,22,0x00306090,16,0x003070d0,15,0x00204070,15,0x004060e0,14,0x004070c0,14,03152022  15:51:03
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,16,5,11,39,0,0,0,0,6,21359,992,0,0,0,0,0,0,167,140,0,0,0,236,132,582,251,0,0,0,0,0,2,0,3,0,1,278,662,0,0,0,0,0x003050a0,122,0x00305090,98,0x003060b0,80,0x003060a0,77,0x003060c0,72,0x004060b0,57,0x004060c0,52,0x003050b0,50,0x004060d0,40,0x004060a0,39,0x003060d0,38,0x00305080,28,0x00306090,24,0x00304080,23,0x00304090,17,0x004060e0,14,0x00204070,14,0x004070d0,14,0x00204080,14,0x004070e0,11,03152022  15:51:07
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,18,7,11,261,0,0,0,0,0,20984,981,5,0,0,0,0,0,168,144,0,0,0,590,133,398,240,0,0,0,0,0,0,3,1,0,1,112,493,0,0,0,0,0x00305090,120,0x003050a0,99,0x003060b0,85,0x003060c0,67,0x004060b0,67,0x003060a0,65,0x004060c0,53,0x00305080,42,0x004060a0,40,0x003060d0,32,0x004060d0,31,0x00304080,30,0x003050b0,29,0x004070d0,29,0x004070c0,20,0x00204080,18,0x00304090,14,0x003070d0,12,0x004070e0,12,0x00204070,11,03152022  15:51:14
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,17,8,9,40,0,0,0,0,1,21288,988,3,0,0,0,0,0,168,139,0,0,0,239,131,581,254,0,0,0,0,0,2,0,3,0,1,328,710,0,0,0,0,0x003050a0,92,0x00305090,87,0x003060b0,78,0x003060c0,67,0x003050b0,62,0x004060c0,60,0x003060a0,50,0x004060b0,50,0x00305080,41,0x004060d0,39,0x003060d0,38,0x004070d0,34,0x00304080,29,0x004070e0,23,0x004060a0,22,0x00306090,19,0x004060e0,18,0x00304090,14,0x00204070,14,0x004070c0,13,03152022  15:51:17
21BLOK0002HCR_00001_1_PositiveControl,t1,t3,16,6,10,250,0,0,0,0,23,20700,974,10,0,0,0,0,0,170,142,0,0,0,586,132,401,249,0,0,0,0,0,0,3,1,0,1,123,501,0,0,0,0,0x003050a0,114,0x00305090,107,0x003060b0,96,0x003060a0,94,0x003060c0,72,0x004060a0,69,0x004060b0,52,0x004060c0,43,0x003050b0,38,0x003060d0,30,0x004060d0,22,0x00304080,22,0x004070d0,21,0x00305080,20,0x00304090,18,0x00204080,16,0x004070c0,14,0x00306090,14,0x00406090,12,0x003070d0,11,03152022  15:51:21
