"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86"
"21MC010024CUNA03_00102_1_BayouBelle_G2","t1","t3",33,13,20,40,0,0,0,0,25,81,24,0,0,0,0,29,0,57,122,0,0,0,146,23,355,252,0,0,0,0,3,0,3,5,0,1,271,505,0,0,0,0,"0x00a05030",142,"0x00905030",134,"0x00a06040",89,"0x00904030",65,"0x00b05030",54,"0x00c06040",35,"0x00905040",33,"0x00603020",32,"0x00a05040",32,"0x00804030",32,"0x00a04030",28,"0x00b06040",24,"0x00a06030",20,"0x00805030",20,"0x00c05030",17,"0x00b05040",17,"0x00c05040",16,"0x00906040",16,"0x00704020",15,"0x00703020",14,"11012021  11:01:35"
"21MC010024CUNA03_00102_1_BayouBelle_G2","t1","t3",38,19,19,44,0,0,0,0,20,90,26,0,0,0,0,105,0,59,120,0,0,0,219,72,484,230,0,0,0,0,3,0,3,5,0,1,68,395,0,0,0,0,"0x00905030",80,"0x00904030",78,"0x00a05030",73,"0x00804030",61,"0x00b06040",60,"0x00a05040",57,"0x00b05040",50,"0x00a06040",47,"0x00c06040",38,"0x00b05030",36,"0x00905040",36,"0x00704030",34,"0x00805030",30,"0x00a04030",24,"0x00803020",24,"0x00906040",24,"0x00703020",14,"0x00705030",12,"0x00c05040",12,"0x00c07040",11,"11012021  11:01:39"
"21MC010024CUNA03_00102_1_BayouBelle_G2","t1","t3",49,28,24,37,0,0,0,0,9,55,40,0,0,0,0,72,0,60,113,0,0,0,194,50,520,293,0,0,0,0,3,0,3,5,0,1,84,418,0,0,0,0,"0x00a05030",94,"0x00905030",73,"0x00a06040",67,"0x00b05030",57,"0x00b06040",42,"0x00d06040",33,"0x00805030",30,"0x00804030",29,"0x00b07040",27,"0x00906040",26,"0x00904030",22,"0x00f08040",18,"0x00c07040",18,"0x00c06040",17,"0x00a07040",17,"0x00f09040",16,"0x00a06030",15,"0x00b07050",15,"0x00b05040",14,"0x00704030",14,"11012021  11:01:40"
"21MC010024CUNA03_00102_1_BayouBelle_G2","t1","t3",42,21,24,68,0,0,0,0,12,77,41,0,0,0,0,54,0,60,110,0,0,0,314,129,449,148,0,0,0,0,3,0,3,5,0,1,299,599,0,0,0,0,"0x00905030",78,"0x00904030",72,"0x00b06040",70,"0x00a05030",69,"0x00a06040",57,"0x00a04030",46,"0x00b05030",41,"0x00b04030",37,"0x00a05040",35,"0x00c06040",34,"0x00805030",31,"0x00c05030",29,"0x00c05040",29,"0x00804030",28,"0x00c07040",28,"0x00b07040",25,"0x00b05040",25,"0x00906040",15,"0x00905040",15,"0x00f0a050",14,"11012021  11:01:42"
"21MC010024CUNA03_00102_1_BayouBelle_G2","t1","t3",36,20,19,55,0,0,0,0,35,61,28,0,0,0,0,133,0,63,113,0,0,0,269,120,496,188,0,0,0,0,3,0,3,5,0,1,33,348,0,0,0,0,"0x00a06040",136,"0x00b06040",97,"0x00905030",86,"0x00a05030",62,"0x00906040",52,"0x00c06040",45,"0x00b07040",39,"0x00b07050",37,"0x00805030",32,"0x00a07040",30,"0x00905040",29,"0x00a05040",26,"0x00a07050",24,"0x00c07040",20,"0x00b05030",16,"0x00b08050",16,"0x00b05040",15,"0x00804030",14,"0x00d07040",14,"0x00a06030",13,"11012021  11:01:46"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",25,15,10,58,0,0,0,0,165,154,48,0,0,0,0,197,0,63,121,0,0,0,255,98,433,183,0,0,0,0,3,0,3,5,0,1,225,505,0,0,0,0,"0x00905040",101,"0x00905030",97,"0x00804030",94,"0x00906040",87,"0x00805030",86,"0x00a06040",74,"0x00805040",39,"0x00a05040",34,"0x00904030",34,"0x00704030",34,"0x00b06040",33,"0x00a05030",30,"0x00a07050",16,"0x00b07050",12,"0x00806040",9,"0x00705030",9,"0x00b07040",9,"0x00703020",8,"0x00a07040",7,"0x00c07040",6,"11012021  11:18:51"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",35,15,20,72,0,0,0,0,28,46,12,0,0,0,0,436,0,69,122,0,0,0,262,81,374,154,0,0,0,0,3,0,3,5,0,1,129,364,0,0,0,0,"0x00906040",141,"0x00a06040",98,"0x00a07050",67,"0x00805040",53,"0x00805030",53,"0x00905040",48,"0x00a07040",38,"0x00806040",33,"0x00b08050",30,"0x00704030",29,"0x00a05040",29,"0x00905030",28,"0x00b06040",28,"0x00705030",26,"0x00b07050",22,"0x00b07040",18,"0x00804030",18,"0x00a08050",17,"0x00907040",15,"0x00907050",13,"11012021  11:18:52"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",30,23,13,62,0,0,0,0,14,13,4,0,0,0,0,486,0,68,129,0,0,0,176,27,288,176,0,0,0,0,3,0,3,5,0,1,228,407,0,0,0,0,"0x00906040",214,"0x00a06040",107,"0x00905040",82,"0x00805030",76,"0x00a07050",67,"0x00805040",65,"0x00806040",43,"0x00705030",32,"0x00a06050",29,"0x00a05040",25,"0x00704030",23,"0x00905030",23,"0x00906050",22,"0x00b07050",19,"0x00907040",18,"0x00907050",17,"0x00604030",17,"0x00a07040",16,"0x00b06040",11,"0x00b08060",10,"11012021  11:18:53"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",24,13,12,69,0,0,0,0,129,141,28,0,0,0,0,238,0,66,122,0,0,0,368,239,527,163,0,0,0,0,3,0,3,5,0,1,121,460,0,0,0,0,"0x00906040",95,"0x00a06040",94,"0x00b06040",74,"0x00b07050",56,"0x00805030",50,"0x00905030",41,"0x00905040",37,"0x00b07040",34,"0x00a07050",28,"0x00c06040",26,"0x00a05040",26,"0x00a07040",24,"0x00c07050",24,"0x00805040",20,"0x00c08050",20,"0x00904030",19,"0x00a06050",17,"0x00804030",17,"0x00b05040",17,"0x00b08050",16,"11012021  11:18:54"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",24,19,8,91,0,0,0,0,0,21,4,0,0,0,0,387,0,66,130,0,0,0,258,66,282,115,0,0,0,0,3,0,3,5,0,1,134,316,0,0,0,0,"0x00906040",190,"0x00905040",101,"0x00a07050",72,"0x00a06040",71,"0x00805040",67,"0x00a05040",54,"0x00805030",50,"0x00905030",45,"0x00a07040",31,"0x00806040",28,"0x00705030",26,"0x00b06040",24,"0x00906050",20,"0x00a06050",18,"0x00b07050",17,"0x00804030",16,"0x00907050",16,"0x00b05040",15,"0x00705040",13,"0x00b08050",13,"11012021  11:18:59"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",25,22,7,72,0,0,0,0,16,199,56,0,0,0,0,403,0,69,127,0,0,0,298,116,403,141,0,0,0,0,3,0,3,5,0,1,204,468,0,0,0,0,"0x00906040",178,"0x00a06040",81,"0x00805030",76,"0x00905040",64,"0x00805040",57,"0x00a07050",55,"0x00a07040",38,"0x00905030",38,"0x00b07040",33,"0x00b07050",32,"0x00806040",28,"0x00b08050",23,"0x00c08050",23,"0x00804030",14,"0x00705030",13,"0x00704030",13,"0x00b06040",12,"0x00907040",11,"0x00906050",10,"0x00c08040",9,"11012021  11:19:00"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",24,18,8,76,0,0,0,0,21,62,17,0,0,0,0,138,0,61,125,0,0,0,297,117,391,149,0,0,0,0,3,0,3,5,0,1,196,451,0,0,0,0,"0x00a06040",145,"0x00905030",80,"0x00906040",78,"0x00a05040",66,"0x00905040",64,"0x00805030",59,"0x00b06040",41,"0x00904030",40,"0x00b07050",36,"0x00b07040",35,"0x00a05030",32,"0x00c08050",29,"0x00804030",19,"0x00c07040",17,"0x00c07050",17,"0x00a07040",13,"0x00a07050",11,"0x00805040",11,"0x00d08050",9,"0x00806040",8,"11012021  11:19:03"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",38,19,22,46,0,0,0,0,16,111,15,0,0,0,0,213,0,64,138,0,0,0,208,63,461,231,0,0,0,0,3,0,3,5,0,1,15,322,0,0,0,0,"0x00905040",124,"0x00704030",83,"0x00805040",81,"0x00805030",72,"0x00804030",70,"0x00906040",68,"0x00905030",57,"0x00a06040",57,"0x00a05040",39,"0x00705030",37,"0x00604030",35,"0x00a05030",32,"0x00904030",30,"0x00705040",29,"0x00b06040",21,"0x00806040",12,"0x00b05040",12,"0x00b07050",11,"0x00a06050",8,"0x00704020",8,"11012021  11:19:07"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",24,16,8,92,0,0,0,0,11,16,9,0,0,0,0,685,0,73,130,0,0,0,202,29,214,113,0,0,0,0,3,0,3,5,0,1,268,402,0,0,0,0,"0x00906040",126,"0x00806040",112,"0x00905040",67,"0x00805040",55,"0x00805030",52,"0x00705030",47,"0x00a06040",46,"0x00907040",38,"0x00905030",34,"0x00804030",32,"0x00a07050",31,"0x00a05040",27,"0x00c07050",23,"0x00b07050",23,"0x00b06040",23,"0x00907050",22,"0x00b08050",18,"0x00a07040",18,"0x00705040",13,"0x00706040",13,"11012021  11:19:08"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",52,45,18,32,0,0,0,0,0,174,49,0,0,0,0,499,0,69,132,0,0,0,180,29,562,366,0,0,0,0,3,0,3,5,0,1,67,432,0,0,0,0,"0x00906040",190,"0x00805030",82,"0x00905030",72,"0x00805040",62,"0x00a06040",60,"0x00905040",51,"0x00806040",49,"0x00a05040",37,"0x00a07050",34,"0x00705030",31,"0x00804030",30,"0x00a05030",29,"0x00b06040",27,"0x00704030",27,"0x00904030",23,"0x00604030",19,"0x00a07040",19,"0x00907040",11,"0x00604020",9,"0x00b05040",8,"11012021  11:19:10"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",0,-38,50,75,0,0,0,0,6,47,19,0,0,0,0,576,0,69,120,0,0,0,165,21,231,153,0,0,0,0,0,0,1,49,0,1,113,250,0,0,0,0,"0x00906040",162,"0x00805040",72,"0x00905040",68,"0x00805030",66,"0x00806040",55,"0x00705030",54,"0x00804030",50,"0x00a06040",45,"0x00b06040",45,"0x00a07050",40,"0x00905030",35,"0x00704030",32,"0x00906050",30,"0x00907050",28,"0x00a05040",17,"0x00904030",16,"0x00907040",13,"0x00a07040",13,"0x00a06050",11,"0x00a08050",11,"11012021  11:19:11"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",27,23,7,56,0,0,0,0,58,5,1,0,0,0,0,166,0,62,121,0,0,0,162,23,283,180,0,0,0,0,3,0,3,5,0,1,150,334,0,0,0,0,"0x00b07050",79,"0x00a06040",79,"0x00b06040",72,"0x00f0a060",35,"0x00f09060",32,"0x00705030",32,"0x00e08050",31,"0x00c07050",31,"0x00704030",30,"0x00f09050",29,"0x00906040",28,"0x00b07040",27,"0x00c07040",26,"0x00805030",26,"0x00905040",25,"0x00b08050",24,"0x00804030",24,"0x00c08050",24,"0x00d07050",23,"0x00f08050",23,"11012021  11:19:12"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",36,24,12,60,0,0,0,0,12,111,54,0,0,0,0,213,0,65,131,0,0,0,307,148,504,167,0,0,0,0,3,0,3,5,0,1,85,408,0,0,0,0,"0x00a06040",96,"0x00906040",95,"0x00905040",80,"0x00805030",70,"0x00905030",61,"0x00804030",41,"0x00b06040",32,"0x00805040",30,"0x00a05040",24,"0x00704030",24,"0x00c07040",22,"0x00b07040",22,"0x00a07050",21,"0x00b07050",18,"0x00a07040",17,"0x00f0a050",17,"0x00705030",16,"0x00f09040",16,"0x00f09050",13,"0x00b08050",12,"11012021  11:19:14"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",47,18,33,52,0,0,0,0,33,124,14,0,0,0,0,505,0,69,132,0,0,0,303,167,583,195,0,0,0,0,3,0,3,5,0,1,152,540,0,0,0,0,"0x00906040",173,"0x00a07050",87,"0x00a06040",85,"0x00905040",68,"0x00805040",67,"0x00a05040",57,"0x00806040",48,"0x00804030",33,"0x00b06040",33,"0x00805030",31,"0x00905030",28,"0x00906050",24,"0x00907050",21,"0x00705030",19,"0x00a06050",16,"0x00a07040",16,"0x00704030",16,"0x00a08050",14,"0x00b07050",14,"0x00904030",13,"11012021  11:19:15"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",39,26,19,180,0,0,0,0,38,97,21,0,0,0,0,209,0,67,114,0,0,0,515,139,398,168,0,0,0,0,3,0,3,5,0,1,177,508,0,0,0,0,"0x00a06040",125,"0x00906040",68,"0x00b07050",59,"0x00a07040",46,"0x00b06040",46,"0x00a07050",45,"0x00b07040",41,"0x00905040",32,"0x00905030",30,"0x00b08050",30,"0x00c08050",29,"0x00d08050",28,"0x00805030",23,"0x00a06050",22,"0x00c07050",22,"0x00d07050",20,"0x00a05040",19,"0x00e08050",17,"0x00b06050",15,"0x00c07040",14,"11012021  11:19:16"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",30,19,12,48,0,0,0,0,19,65,27,0,0,0,0,347,0,65,138,0,0,0,239,97,508,216,0,0,0,0,3,0,3,5,0,1,243,565,0,0,0,0,"0x00906040",131,"0x00805030",122,"0x00905040",120,"0x00804030",63,"0x00805040",62,"0x00a06040",60,"0x00704030",59,"0x00905030",57,"0x00806040",34,"0x00a05040",33,"0x00705030",26,"0x00a07050",23,"0x00b07050",21,"0x00904030",15,"0x00b06040",12,"0x00b06050",11,"0x00a07040",11,"0x00a06050",10,"0x00907040",8,"0x00906050",7,"11012021  11:19:17"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",32,14,18,53,0,0,0,0,28,27,12,0,0,0,0,369,0,68,133,0,0,0,238,86,445,187,0,0,0,0,3,0,3,5,0,1,186,474,0,0,0,0,"0x00906040",137,"0x00a06040",87,"0x00905040",86,"0x00a07050",72,"0x00805040",70,"0x00805030",56,"0x00a05040",55,"0x00804030",43,"0x00905030",34,"0x00806040",31,"0x00b06040",30,"0x00b07050",29,"0x00704030",23,"0x00705030",22,"0x00904030",19,"0x00a06050",15,"0x00b08050",15,"0x00906050",14,"0x00a07040",13,"0x00b06050",13,"11012021  11:19:18"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",39,22,23,52,0,0,0,0,20,61,20,0,0,0,0,394,0,69,135,0,0,0,211,58,407,198,0,0,0,0,3,0,3,5,0,1,40,302,0,0,0,0,"0x00805040",96,"0x00704030",86,"0x00905040",80,"0x00805030",79,"0x00906040",74,"0x00806040",67,"0x00a06040",64,"0x00705030",52,"0x00705040",44,"0x00a05040",35,"0x00804030",35,"0x00905030",34,"0x00b06040",24,"0x00907050",20,"0x00603020",16,"0x00604030",14,"0x00a07040",13,"0x00b07050",12,"0x00907040",10,"0x00904030",10,"11012021  11:19:20"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",35,14,27,41,0,0,0,0,52,82,21,0,0,0,0,182,0,67,119,0,0,0,318,266,780,251,0,0,0,0,3,0,3,5,0,1,220,737,0,0,0,0,"0x00a06040",88,"0x00b07050",67,"0x00b06040",63,"0x00c07050",58,"0x00a07050",55,"0x00906040",48,"0x00b08050",34,"0x00905040",32,"0x00c08050",26,"0x00a05040",25,"0x00b07040",24,"0x00a07040",23,"0x00b06050",21,"0x00d08060",21,"0x00905030",17,"0x00d08050",17,"0x00f0a050",14,"0x00c08060",14,"0x00c07040",13,"0x00c06040",13,"11012021  11:19:23"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",29,18,11,59,0,0,0,0,19,39,17,0,0,0,0,338,0,66,137,0,0,0,207,57,365,185,0,0,0,0,3,0,3,5,0,1,21,267,0,0,0,0,"0x00805040",116,"0x00906040",101,"0x00905040",99,"0x00a06040",56,"0x00805030",55,"0x00806040",49,"0x00905030",49,"0x00804030",45,"0x00704030",44,"0x00b06040",41,"0x00705040",40,"0x00705030",32,"0x00a05030",28,"0x00a05040",23,"0x00904030",20,"0x00906050",19,"0x00a07050",16,"0x00b07050",14,"0x00b05040",14,"0x00907050",11,"11012021  11:19:24"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",47,14,39,54,0,0,0,0,92,321,48,0,0,0,0,383,0,69,135,0,0,0,318,195,588,185,0,0,0,0,3,0,3,5,0,1,181,563,0,0,0,0,"0x00906040",111,"0x00805030",77,"0x00a06040",56,"0x00704030",51,"0x00b06040",39,"0x00806040",39,"0x00705030",37,"0x00b07050",35,"0x00905030",34,"0x00a07050",33,"0x00905040",32,"0x00805040",32,"0x00a07040",25,"0x00804030",24,"0x00a05040",22,"0x00b08050",19,"0x00a05030",18,"0x00907040",18,"0x00b07040",16,"0x00904030",14,"11012021  11:19:26"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",33,21,12,38,0,0,0,0,13,48,20,0,0,0,0,286,0,68,117,0,0,0,168,37,426,263,0,0,0,0,3,0,3,5,0,1,113,395,0,0,0,0,"0x00a06040",93,"0x00a07050",91,"0x00906040",88,"0x00b07050",68,"0x00905040",46,"0x00b06040",45,"0x00b08050",44,"0x00805030",40,"0x00805040",36,"0x00905030",32,"0x00b08060",25,"0x00a05040",23,"0x00b07040",21,"0x00a06050",21,"0x00806040",20,"0x00a07040",19,"0x00c08050",17,"0x00c08060",17,"0x00a05030",15,"0x00c07050",13,"11012021  11:19:27"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",28,24,9,43,0,0,0,0,30,51,25,0,0,0,0,308,0,65,127,0,0,0,196,52,442,233,0,0,0,0,3,0,3,5,0,1,243,532,0,0,0,0,"0x00906040",95,"0x00a06040",89,"0x00b06040",72,"0x00805030",68,"0x00c06040",58,"0x00905030",43,"0x00b07050",36,"0x00704030",32,"0x00a07050",32,"0x00905040",30,"0x00805040",29,"0x00a05040",28,"0x00806040",28,"0x00804030",28,"0x00b05040",24,"0x00a07040",22,"0x00705030",22,"0x00a05030",21,"0x00c07050",14,"0x00b07040",14,"11012021  11:19:28"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",38,25,14,60,0,0,0,0,17,81,16,0,0,0,0,112,0,60,138,0,0,0,210,47,369,191,0,0,0,0,3,0,3,5,0,1,245,493,0,0,0,0,"0x00804030",148,"0x00905040",134,"0x00805030",84,"0x00a05040",61,"0x00905030",59,"0x00a06040",49,"0x00704030",46,"0x00805040",46,"0x00906040",45,"0x00904030",40,"0x00b05040",39,"0x00b06040",27,"0x00a05030",22,"0x00a04030",17,"0x00c06040",16,"0x00705030",14,"0x00604030",12,"0x00806040",8,"0x00a07050",7,"0x00b05030",7,"11012021  11:19:29"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",38,21,17,59,0,0,0,0,1,69,32,0,0,0,0,395,0,70,136,0,0,0,249,79,415,179,0,0,0,0,3,0,3,5,0,1,150,358,0,0,0,0,"0x00906040",95,"0x00a06040",82,"0x00a07050",71,"0x00b07050",67,"0x00805030",55,"0x00905040",51,"0x00806040",49,"0x00805040",46,"0x00907050",39,"0x00b06040",34,"0x00c07050",27,"0x00705030",27,"0x00704030",26,"0x00905030",21,"0x00c08050",19,"0x00a05040",19,"0x00b08050",16,"0x00906050",16,"0x00804030",15,"0x00b08060",14,"11012021  11:19:32"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",34,23,16,43,0,0,0,0,16,41,26,0,0,0,0,329,0,66,131,0,0,0,196,56,458,234,0,0,0,0,3,0,3,5,0,1,81,376,0,0,0,0,"0x00a06040",116,"0x00805030",88,"0x00805040",82,"0x00906040",81,"0x00806040",58,"0x00704030",53,"0x00804030",52,"0x00905040",50,"0x00905030",50,"0x00705030",45,"0x00a07050",38,"0x00a05040",26,"0x00705040",22,"0x00b07040",19,"0x00904030",17,"0x00a05030",16,"0x00a07040",16,"0x00b06040",15,"0x00a06050",12,"0x00b07050",11,"11012021  11:19:35"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",27,18,56,47,0,0,0,0,8,38,40,0,0,0,0,187,0,64,129,0,0,0,153,22,320,230,0,0,0,0,3,0,3,5,0,1,30,234,0,0,0,0,"0x00905040",117,"0x00906040",103,"0x00a06040",98,"0x00a07050",78,"0x00a06050",59,"0x00805040",58,"0x00905030",57,"0x00805030",49,"0x00804030",45,"0x00704030",40,"0x00a05040",40,"0x00b07050",29,"0x00904030",29,"0x00906050",21,"0x00b06050",13,"0x00b06040",12,"0x00705030",12,"0x00b08060",10,"0x00604030",10,"0x00907050",10,"11012021  11:19:35"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",30,15,19,44,0,0,0,0,25,91,44,0,0,0,0,268,0,68,120,0,0,0,159,31,361,243,0,0,0,0,3,0,3,5,0,1,59,294,0,0,0,0,"0x00a07050",80,"0x00906040",77,"0x00a05040",58,"0x00a06040",55,"0x00b06040",54,"0x00905040",52,"0x00804030",44,"0x00805040",42,"0x00905030",41,"0x00805030",39,"0x00904030",28,"0x00b05040",28,"0x00a04030",26,"0x00704030",24,"0x00806040",22,"0x00b08050",22,"0x00f0b060",20,"0x00a05030",19,"0x00a07040",19,"0x00b07050",16,"11012021  11:19:37"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",35,20,25,40,0,0,0,0,23,68,27,0,0,0,0,443,0,67,130,0,0,0,188,53,469,261,0,0,0,0,3,0,3,5,0,1,245,545,0,0,0,0,"0x00906040",182,"0x00a06040",81,"0x00805040",73,"0x00905040",73,"0x00805030",72,"0x00905030",49,"0x00a07050",48,"0x00804030",42,"0x00a05040",38,"0x00b06040",28,"0x00806040",26,"0x00705030",26,"0x00904030",22,"0x00704030",20,"0x00b07050",19,"0x00a07040",18,"0x00a05030",14,"0x00b08050",12,"0x00a06050",11,"0x00906050",10,"11012021  11:19:37"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",35,21,15,53,0,0,0,0,62,35,16,0,0,0,0,546,0,70,127,0,0,0,208,51,391,196,0,0,0,0,3,0,3,5,0,1,163,416,0,0,0,0,"0x00906040",133,"0x00805030",95,"0x00805040",79,"0x00806040",78,"0x00905040",76,"0x00705030",54,"0x00a06040",54,"0x00704030",47,"0x00905030",44,"0x00a07050",37,"0x00907050",31,"0x00804030",30,"0x00a07040",25,"0x00a05040",22,"0x00907040",18,"0x00705040",17,"0x00604030",14,"0x00b07040",13,"0x00a08050",8,"0x00b08050",8,"11012021  11:19:38"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",33,20,13,55,0,0,0,0,55,43,11,0,0,0,0,377,0,67,138,0,0,0,235,76,420,181,0,0,0,0,3,0,3,5,0,1,125,392,0,0,0,0,"0x00906040",140,"0x00905040",132,"0x00a06040",94,"0x00805040",87,"0x00805030",73,"0x00804030",60,"0x00905030",58,"0x00a07050",43,"0x00704030",35,"0x00806040",32,"0x00a05040",31,"0x00906050",18,"0x00b06040",18,"0x00705030",17,"0x00907050",16,"0x00705040",14,"0x00904030",13,"0x00b08050",9,"0x00a06050",9,"0x00a07040",8,"11012021  11:19:42"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",33,21,21,75,0,0,0,0,75,120,35,0,0,0,0,290,0,68,123,0,0,0,341,175,460,151,0,0,0,0,3,0,3,5,0,1,23,324,0,0,0,0,"0x00a06040",114,"0x00906040",98,"0x00905040",49,"0x00805030",48,"0x00805040",42,"0x00a07050",39,"0x00b06040",39,"0x00806040",39,"0x00905030",36,"0x00b07040",32,"0x00b07050",28,"0x00b08060",23,"0x00a05040",20,"0x00c07050",20,"0x00a07040",19,"0x00906050",18,"0x00c08050",17,"0x00b08050",17,"0x00c07040",15,"0x00804030",15,"11012021  11:19:43"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",29,18,18,54,0,0,0,0,58,57,29,0,0,0,0,107,0,63,129,0,0,0,244,78,446,218,0,0,0,0,3,0,3,5,0,1,145,432,0,0,0,0,"0x00a06040",93,"0x00905040",78,"0x00b06040",73,"0x00a05040",73,"0x00b07050",66,"0x00906040",57,"0x00905030",42,"0x00b06050",35,"0x00c07050",35,"0x00805030",26,"0x00804030",25,"0x00d08060",22,"0x00b07040",20,"0x00a06050",20,"0x00805040",20,"0x00b08050",19,"0x00a07040",18,"0x00c08050",18,"0x00c08060",18,"0x00a07050",17,"11012021  11:19:44"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",28,19,9,53,0,0,0,0,14,82,24,0,0,0,0,113,0,66,102,0,0,0,216,58,399,197,0,0,0,0,3,0,3,5,0,1,288,547,0,0,0,0,"0x00a06040",65,"0x00b07040",64,"0x00f09050",56,"0x00c07040",48,"0x00c08050",43,"0x00b06040",34,"0x00d08050",32,"0x00b07050",32,"0x00e09050",32,"0x00f08050",30,"0x00e08050",30,"0x00d07040",29,"0x00d09050",26,"0x00a07040",23,"0x00f0a050",21,"0x00906040",21,"0x00c06040",21,"0x00e07040",21,"0x00905030",20,"0x00a05030",17,"11012021  11:19:45"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",49,28,25,39,0,0,0,0,7,54,13,0,0,0,0,200,0,62,122,0,0,0,222,81,558,252,0,0,0,0,3,0,3,5,0,1,16,378,0,0,0,0,"0x00a05040",109,"0x00905040",100,"0x00a06040",95,"0x00905030",80,"0x00906040",78,"0x00804030",65,"0x00805040",65,"0x00704030",48,"0x00805030",46,"0x00b06040",43,"0x00a05030",37,"0x00b05040",32,"0x00904030",28,"0x00806040",20,"0x00705040",17,"0x00705030",12,"0x00604030",10,"0x00a07050",9,"0x00a06050",9,"0x00c06040",7,"11012021  11:19:46"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",37,20,19,55,0,0,0,0,13,87,14,0,0,0,0,340,0,66,147,0,0,0,253,94,469,203,0,0,0,0,3,0,3,5,0,1,194,505,0,0,0,0,"0x00804030",124,"0x00805040",113,"0x00906040",102,"0x00805030",96,"0x00704030",90,"0x00905040",61,"0x00904030",52,"0x00905030",51,"0x00806040",49,"0x00a05040",40,"0x00705030",24,"0x00a06040",21,"0x00a05030",18,"0x00906050",15,"0x00a07050",15,"0x00703020",14,"0x00705040",11,"0x00907050",11,"0x00703030",6,"0x00604030",6,"11012021  11:19:48"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",41,27,17,55,0,0,0,0,14,54,21,0,0,0,0,132,0,63,119,0,0,0,253,75,475,214,0,0,0,0,3,0,3,5,0,1,198,519,0,0,0,0,"0x00a06040",109,"0x00905040",79,"0x00a05040",74,"0x00b06040",71,"0x00905030",61,"0x00906040",52,"0x00804030",50,"0x00805030",41,"0x00b07050",40,"0x00b05040",39,"0x00904030",38,"0x00a05030",29,"0x00a07050",27,"0x00c07050",19,"0x00b07040",18,"0x00c06040",15,"0x00704030",14,"0x00805040",14,"0x00a06050",12,"0x00b08050",12,"11012021  11:19:50"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",38,23,16,56,0,0,0,0,27,46,21,0,0,0,0,177,0,62,121,0,0,0,242,79,435,182,0,0,0,0,3,0,3,5,0,1,114,398,0,0,0,0,"0x00905040",134,"0x00904030",93,"0x00805040",84,"0x00a06040",81,"0x00906040",75,"0x00804030",72,"0x00a05040",52,"0x00b06040",38,"0x00805030",32,"0x00905030",32,"0x00704030",32,"0x00b05040",29,"0x00a05030",28,"0x00a04030",18,"0x00a06050",16,"0x00705030",16,"0x00705040",15,"0x00a07050",11,"0x00b07050",11,"0x00806040",8,"11012021  11:19:52"
