"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",28,19,11,46,0,0,0,0,12,40,29,0,0,0,0,271,0,64,130,0,0,0,173,39,379,225,0,0,0,0,3,0,3,5,0,1,184,422,0,0,0,0,"0x00805030",100,"0x00905030",94,"0x00906040",82,"0x00905040",73,"0x00804030",67,"0x00704030",65,"0x00a05030",53,"0x00805040",48,"0x00a05040",45,"0x00a06040",35,"0x00904030",33,"0x00806040",33,"0x00b05040",32,"0x00705030",25,"0x00b06040",25,"0x00a07050",18,"0x00a07040",16,"0x00a04030",13,"0x00c06040",12,"0x00b07040",12,"11012021  11:19:53"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",32,21,16,53,0,0,0,0,14,100,44,0,0,0,0,329,0,67,137,0,0,0,196,46,374,196,0,0,0,0,3,0,3,5,0,1,109,349,0,0,0,0,"0x00906040",91,"0x00805030",79,"0x00a06040",73,"0x00805040",69,"0x00b06040",59,"0x00905040",52,"0x00806040",45,"0x00704030",43,"0x00c06040",36,"0x00705030",35,"0x00905030",35,"0x00a05040",30,"0x00a07050",29,"0x00804030",28,"0x00b05040",21,"0x00b08050",13,"0x00c07050",13,"0x00a05030",12,"0x00b07050",12,"0x00604030",10,"11012021  11:19:53"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",27,21,8,60,0,0,0,0,25,24,7,0,0,0,0,184,0,66,116,0,0,0,162,26,282,182,0,0,0,0,3,0,3,5,0,1,86,258,0,0,0,0,"0x00c08050",68,"0x00d08050",60,"0x00a06040",52,"0x00906040",51,"0x00d09050",50,"0x00b07040",42,"0x00b07050",36,"0x00c07050",31,"0x00e09050",30,"0x00b08050",30,"0x00e08050",29,"0x00c07040",28,"0x00a07040",28,"0x00f0a050",27,"0x00a07050",26,"0x00f09050",25,"0x00f0b060",22,"0x00c09050",19,"0x00b06040",19,"0x00905040",18,"11012021  11:19:55"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",25,21,9,34,0,0,0,0,25,26,4,0,0,0,0,149,0,63,123,0,0,0,160,39,462,301,0,0,0,0,3,0,3,5,0,1,228,528,0,0,0,0,"0x00a06040",146,"0x00b06040",91,"0x00905040",85,"0x00906040",71,"0x00b07050",65,"0x00a05040",59,"0x00805030",50,"0x00c07050",49,"0x00905030",40,"0x00804030",28,"0x00a07050",24,"0x00c06040",23,"0x00b07040",19,"0x00a07040",18,"0x00805040",18,"0x00b05040",17,"0x00c08050",17,"0x00704030",13,"0x00705030",12,"0x00d08050",10,"11012021  11:19:57"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",25,23,4,51,0,0,0,0,15,283,28,0,0,0,0,356,0,67,142,0,0,0,341,269,674,210,0,0,0,0,3,0,3,5,0,1,88,531,0,0,0,0,"0x00906040",125,"0x00905040",120,"0x00a06040",93,"0x00805030",84,"0x00905030",60,"0x00805040",56,"0x00806040",46,"0x00804030",43,"0x00a05040",41,"0x00705030",41,"0x00704030",34,"0x00a07040",24,"0x00a07050",16,"0x00904030",15,"0x00806030",11,"0x00604030",9,"0x00907040",9,"0x00b07050",8,"0x00b08050",8,"0x00603020",8,"11012021  11:19:58"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",37,22,17,43,0,0,0,0,14,41,21,0,0,0,0,436,0,69,125,0,0,0,228,87,531,237,0,0,0,0,3,0,3,5,0,1,153,501,0,0,0,0,"0x00906040",151,"0x00a06040",107,"0x00a07050",64,"0x00905040",62,"0x00b06040",50,"0x00806040",44,"0x00805040",43,"0x00805030",41,"0x00a05040",36,"0x00b07050",31,"0x00905030",29,"0x00804030",28,"0x00a05030",20,"0x00a07040",18,"0x00904030",18,"0x00a06050",17,"0x00b08050",16,"0x00b05040",15,"0x00c06040",14,"0x00705030",13,"11012021  11:20:02"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",32,21,12,40,0,0,0,0,0,62,14,0,0,0,0,476,0,69,134,0,0,0,148,26,368,257,0,0,0,0,3,0,3,5,0,1,150,380,0,0,0,0,"0x00906040",128,"0x00a06040",82,"0x00905040",70,"0x00a05040",57,"0x00a07050",54,"0x00805030",53,"0x00805040",48,"0x00705030",48,"0x00806040",45,"0x00905030",44,"0x00b06040",34,"0x00b08050",28,"0x00804030",27,"0x00a07040",22,"0x00b07050",21,"0x00705040",19,"0x00704030",17,"0x00907040",16,"0x00c07050",15,"0x00a06050",13,"11012021  11:20:04"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",29,16,13,58,0,0,0,0,12,95,36,0,0,0,0,139,0,64,121,0,0,0,310,184,538,178,0,0,0,0,3,0,3,5,0,1,21,363,0,0,0,0,"0x00a06040",90,"0x00b06040",86,"0x00b07050",74,"0x00906040",53,"0x00c07050",45,"0x00a05040",44,"0x00c06040",37,"0x00905030",35,"0x00a06050",33,"0x00a05030",32,"0x00b05040",30,"0x00905040",29,"0x00805030",25,"0x00c08050",24,"0x00805040",22,"0x00a07050",21,"0x00b06050",20,"0x00804030",18,"0x00904030",18,"0x00b07040",16,"11012021  11:20:05"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",25,16,10,56,0,0,0,0,154,235,51,0,0,0,0,224,0,65,133,0,0,0,297,155,522,189,0,0,0,0,3,0,3,5,0,1,91,430,0,0,0,0,"0x00905040",109,"0x00906040",81,"0x00a06040",76,"0x00804030",57,"0x00a05040",54,"0x00805040",48,"0x00905030",47,"0x00b06040",45,"0x00805030",38,"0x00904030",37,"0x00a07050",31,"0x00a05030",27,"0x00b07050",23,"0x00a06050",22,"0x00c06040",15,"0x00b05040",14,"0x00806040",13,"0x00c07040",13,"0x00b08050",10,"0x00705030",10,"11012021  11:20:06"
"21MC010024CUNA03_00202_1_MC14-0377_AM2_G2","","",31,17,16,48,0,0,0,0,11,49,17,0,0,0,0,193,0,62,135,0,0,0,198,47,404,236,0,0,0,0,3,0,3,5,0,1,196,458,0,0,0,0,"0x00905040",93,"0x00804030",77,"0x00904030",75,"0x00a05040",75,"0x00906040",67,"0x00905030",63,"0x00805040",61,"0x00a06040",55,"0x00805030",54,"0x00a04030",54,"0x00b05040",37,"0x00a05030",36,"0x00704030",22,"0x00b06040",21,"0x00806040",15,"0x00705030",14,"0x00a07050",13,"0x00b05030",12,"0x00b04030",10,"0x00b07050",9,"11012021  11:20:14"
"21MC010024CUNA03_01107_4_MC18-0162","","",35,19,21,59,0,0,0,0,142,108,30,0,0,0,0,483,0,72,158,0,0,0,323,193,550,175,0,0,0,0,3,0,3,5,0,1,63,424,0,0,0,0,"0x00704030",115,"0x00705030",107,"0x00806040",96,"0x00805030",86,"0x00906040",79,"0x00805040",64,"0x00604030",56,"0x00603020",35,"0x00705040",35,"0x00907050",27,"0x00a07040",22,"0x00a07050",21,"0x00804030",19,"0x00905030",18,"0x00907040",16,"0x00a06040",14,"0x00604020",14,"0x00605030",12,"0x00704020",12,"0x00a08050",12,"11012021  11:20:45"
"21MC010024CUNA03_01107_4_MC18-0162","","",30,18,16,55,0,0,0,0,0,317,96,0,0,0,0,236,0,64,140,0,0,0,202,50,370,192,0,0,0,0,3,0,3,5,0,1,319,555,0,0,0,0,"0x00704030",111,"0x00805030",96,"0x00804030",91,"0x00905030",62,"0x00705030",50,"0x00a06040",42,"0x00906040",42,"0x00905040",30,"0x00703020",27,"0x00805040",26,"0x00904030",25,"0x00806040",23,"0x00704020",23,"0x00a05030",19,"0x00a05040",18,"0x00603020",13,"0x00604030",12,"0x00b07050",12,"0x00a07050",11,"0x00a07040",11,"11012021  11:20:47"
"21MC010024CUNA03_01107_4_MC18-0162","","",38,24,17,35,0,0,0,0,11,129,47,0,0,0,0,385,0,72,151,0,0,0,177,43,487,287,0,0,0,0,3,0,3,5,0,1,140,460,0,0,0,0,"0x00906040",93,"0x00805030",80,"0x00805040",75,"0x00806040",73,"0x00705030",69,"0x00704030",64,"0x00b08050",43,"0x00705040",36,"0x00a07040",35,"0x00a07050",32,"0x00604030",32,"0x00b07050",25,"0x00907050",24,"0x00907040",23,"0x00a06040",23,"0x00905040",19,"0x00c09050",17,"0x00804030",15,"0x00b07040",14,"0x00b09050",13,"11012021  11:20:48"
"21MC010024CUNA03_01107_4_MC18-0162","","",39,18,23,65,0,0,0,0,46,38,18,0,0,0,0,552,0,74,146,0,0,0,253,78,394,173,0,0,0,0,3,0,3,5,0,1,106,364,0,0,0,0,"0x00705030",86,"0x00806040",80,"0x00907050",73,"0x00906040",64,"0x00704030",62,"0x00604030",59,"0x00a07050",49,"0x00805030",48,"0x00604020",38,"0x00a06040",32,"0x00805040",29,"0x00a08050",28,"0x00503020",22,"0x00705040",22,"0x00b07050",19,"0x00b09060",19,"0x00a08060",17,"0x00a07040",17,"0x00603020",16,"0x00b08060",15,"11012021  11:20:49"
"21MC010024CUNA03_01107_4_MC18-0162","","",42,19,24,33,0,0,0,0,11,65,23,0,0,0,0,201,0,64,159,0,0,0,146,29,443,310,0,0,0,0,3,0,3,5,0,1,226,514,0,0,0,0,"0x00704030",202,"0x00804030",139,"0x00805030",124,"0x00705030",75,"0x00703020",54,"0x00805040",47,"0x00604030",38,"0x00905030",35,"0x00904030",27,"0x00806040",27,"0x00906040",26,"0x00603020",25,"0x00604020",25,"0x00905040",25,"0x00704020",24,"0x00703030",16,"0x00503020",12,"0x00705040",6,"0x00804020",6,"0x00a06040",5,"11012021  11:20:51"
"21MC010024CUNA03_01107_4_MC18-0162","","",34,25,13,48,0,0,0,0,11,283,40,0,0,0,0,366,0,70,177,0,0,0,304,168,634,221,0,0,0,0,3,0,3,5,0,1,176,578,0,0,0,0,"0x00704030",121,"0x00805030",83,"0x00705030",73,"0x00906040",68,"0x00805040",67,"0x00604030",61,"0x00905040",61,"0x00806040",59,"0x00804030",47,"0x00604020",33,"0x00a06040",31,"0x00905030",29,"0x00503020",24,"0x00907050",21,"0x00603020",19,"0x00705040",17,"0x00a07050",11,"0x00907040",9,"0x00504020",8,"0x00a08050",7,"11012021  11:20:55"
"21MC010024CUNA03_01107_4_MC18-0162","","",28,16,17,92,0,0,0,0,3,62,25,0,0,0,0,439,0,74,144,0,0,0,355,182,386,113,0,0,0,0,3,0,3,5,0,1,35,283,0,0,0,0,"0x00704030",134,"0x00805030",105,"0x00705030",83,"0x00906040",63,"0x00806040",54,"0x00804030",39,"0x00805040",37,"0x00604030",31,"0x00603020",29,"0x00907050",25,"0x00704020",21,"0x00905040",20,"0x00907040",19,"0x00a06040",18,"0x00604020",18,"0x00905030",17,"0x00a07040",17,"0x00a07050",13,"0x00a08060",13,"0x00503020",12,"11012021  11:20:56"
"21MC010024CUNA03_01107_4_MC18-0162","","",43,21,27,52,0,0,0,0,4,33,19,0,0,0,0,497,0,71,130,0,0,0,213,53,412,213,0,0,0,0,3,0,3,5,0,1,136,396,0,0,0,0,"0x00906040",123,"0x00805030",119,"0x00705030",80,"0x00a06040",76,"0x00806040",72,"0x00805040",55,"0x00704030",46,"0x00905040",45,"0x00a07050",36,"0x00a07040",33,"0x00905030",27,"0x00804030",22,"0x00604030",21,"0x00907040",21,"0x00907050",20,"0x00705040",16,"0x00b07040",16,"0x00b08050",12,"0x00a08050",12,"0x00906030",11,"11012021  11:20:57"
"21MC010024CUNA03_01107_4_MC18-0162","","",51,35,17,35,0,0,0,0,26,59,31,0,0,0,0,253,0,63,142,0,0,0,174,26,508,327,0,0,0,0,3,0,3,5,0,1,205,540,0,0,0,0,"0x00804030",96,"0x00805030",95,"0x00906040",77,"0x00704030",64,"0x00905040",59,"0x00705030",57,"0x00a06040",55,"0x00805040",49,"0x00905030",44,"0x00b07050",32,"0x00806040",31,"0x00604030",27,"0x00d08060",21,"0x00a07050",20,"0x00b06050",20,"0x00c07050",19,"0x00a05040",18,"0x00604020",14,"0x00a06050",14,"0x00b06040",14,"11012021  11:20:59"
"21MC010024CUNA03_01107_4_MC18-0162","","",39,26,15,25,0,0,0,0,10,138,51,0,0,0,0,554,0,74,130,0,0,0,199,80,777,404,0,0,0,0,3,0,3,5,0,1,214,711,0,0,0,0,"0x00906040",101,"0x00806040",81,"0x00805030",66,"0x00704030",55,"0x00905040",52,"0x00805040",48,"0x00a07050",41,"0x00804030",37,"0x00907050",37,"0x00a06040",35,"0x00907040",34,"0x00705030",33,"0x00a08050",29,"0x00b08050",22,"0x00c09050",19,"0x00905030",19,"0x00a07040",17,"0x00603020",17,"0x00704020",13,"0x00705040",12,"11012021  11:21:00"
"21MC010024CUNA03_01107_4_MC18-0162","","",38,27,13,51,0,0,0,0,27,104,49,0,0,0,0,360,0,70,156,0,0,0,184,37,390,235,0,0,0,0,3,0,3,5,0,1,88,317,0,0,0,0,"0x00704030",126,"0x00604030",111,"0x00705030",108,"0x00805030",74,"0x00805040",63,"0x00906040",58,"0x00806040",54,"0x00705040",29,"0x00604020",28,"0x00603020",27,"0x00804030",23,"0x00503020",18,"0x00a07040",18,"0x00a06040",17,"0x00905030",13,"0x00a07050",13,"0x00b07040",13,"0x00907040",12,"0x00704020",12,"0x00403020",11,"11012021  11:21:04"
"21MC010024CUNA03_01107_4_MC18-0162","","",28,16,13,58,0,0,0,0,12,126,30,0,0,0,0,536,0,74,144,0,0,0,372,284,618,171,0,0,0,0,3,0,3,5,0,1,184,596,0,0,0,0,"0x00906040",118,"0x00806040",109,"0x00705030",91,"0x00a07050",76,"0x00805030",54,"0x00805040",53,"0x00907040",49,"0x00a07040",47,"0x00907050",46,"0x00b08050",44,"0x00a08050",31,"0x00704030",29,"0x00604030",27,"0x00705040",22,"0x00806030",11,"0x00706040",10,"0x00c09060",9,"0x00604020",9,"0x00c09050",9,"0x00906050",9,"11012021  11:21:06"
"21MC010024CUNA03_01107_4_MC18-0162","","",31,24,15,53,0,0,0,0,54,30,16,0,0,0,0,466,0,68,150,0,0,0,219,66,419,194,0,0,0,0,3,0,3,5,0,1,275,548,0,0,0,0,"0x00906040",137,"0x00704030",115,"0x00805040",107,"0x00805030",99,"0x00705030",81,"0x00905040",59,"0x00806040",59,"0x00604030",41,"0x00a06040",37,"0x00804030",32,"0x00a07050",27,"0x00b07050",23,"0x00705040",15,"0x00a06050",14,"0x00906050",10,"0x00905030",10,"0x00907040",8,"0x00b08050",8,"0x00a07040",7,"0x00907050",7,"11012021  11:21:08"
"21MC010024CUNA03_01107_4_MC18-0162","","",40,26,19,37,0,0,0,0,71,214,62,0,0,0,0,369,0,69,143,0,0,0,165,36,441,272,0,0,0,0,3,0,3,5,0,1,160,436,0,0,0,0,"0x00906040",95,"0x00805030",68,"0x00a07050",63,"0x00805040",59,"0x00806040",49,"0x00704030",49,"0x00705030",45,"0x00a06040",44,"0x00905040",38,"0x00907050",35,"0x00b08050",28,"0x00b07040",24,"0x00b07050",23,"0x00c08050",22,"0x00a07040",21,"0x00905030",20,"0x00d08040",19,"0x00804030",16,"0x00b06040",16,"0x00906050",15,"11012021  11:21:12"
"21MC010024CUNA03_01107_4_MC18-0162","","",25,16,9,56,0,0,0,0,149,200,44,0,0,0,0,456,0,71,140,0,0,0,351,283,630,185,0,0,0,0,3,0,3,5,0,1,100,510,0,0,0,0,"0x00906040",136,"0x00805030",94,"0x00806040",82,"0x00704030",72,"0x00805040",71,"0x00a07050",50,"0x00705030",49,"0x00a07040",37,"0x00a06040",33,"0x00907040",29,"0x00905040",25,"0x00b08050",24,"0x00b07050",23,"0x00907050",19,"0x00b07040",16,"0x00905030",15,"0x00804030",14,"0x00705040",13,"0x00c08050",9,"0x00604030",8,"11012021  11:21:14"
"21MC010024CUNA03_01107_4_MC18-0162","","",39,28,12,235,0,0,0,0,3,156,34,0,0,0,0,431,0,70,150,0,0,0,660,130,437,216,0,0,0,0,3,0,3,5,0,1,143,572,0,0,0,0,"0x00906040",121,"0x00805040",89,"0x00704030",81,"0x00805030",72,"0x00a07050",66,"0x00806040",61,"0x00705030",58,"0x00905040",42,"0x00804030",31,"0x00907050",30,"0x00604030",28,"0x00a06040",27,"0x00705040",24,"0x00906050",20,"0x00b08060",17,"0x00b08050",16,"0x00b07050",15,"0x00907040",14,"0x00905030",13,"0x00a08050",13,"11012021  11:21:16"
"21MC010024CUNA03_01107_4_MC18-0162","","",33,18,18,59,0,0,0,0,22,22,5,0,0,0,0,216,0,65,146,0,0,0,174,30,308,189,0,0,0,0,3,0,3,5,0,1,82,274,0,0,0,0,"0x00704030",147,"0x00805030",101,"0x00805040",90,"0x00906040",81,"0x00804030",76,"0x00905040",64,"0x00604030",59,"0x00905030",50,"0x00904030",38,"0x00806040",35,"0x00a06040",32,"0x00a05040",27,"0x00705030",24,"0x00603020",20,"0x00703020",14,"0x00a07040",12,"0x00a05030",11,"0x00a07050",10,"0x00704020",10,"0x00705040",8,"11012021  11:21:17"
"21MC010024CUNA03_01107_4_MC18-0162","","",36,23,17,48,0,0,0,0,135,117,18,0,0,0,0,411,0,72,151,0,0,0,245,103,530,225,0,0,0,0,3,0,3,5,0,1,57,414,0,0,0,0,"0x00704030",105,"0x00805040",102,"0x00806040",97,"0x00705030",80,"0x00906040",79,"0x00805030",76,"0x00705040",53,"0x00907050",45,"0x00604030",44,"0x00a06040",30,"0x00905040",24,"0x00a07050",23,"0x00806050",20,"0x00804030",19,"0x00906050",16,"0x00a08060",15,"0x00b07050",14,"0x00603020",12,"0x00604020",11,"0x00706040",11,"11012021  11:21:21"
"21MC010024CUNA03_01107_4_MC18-0162","","",50,21,29,45,0,0,0,0,12,162,35,0,0,0,0,545,0,76,124,0,0,0,213,61,460,222,0,0,0,0,3,0,3,5,0,1,57,346,0,0,0,0,"0x00806040",123,"0x00906040",91,"0x00907050",76,"0x00705030",73,"0x00805030",68,"0x00a07050",45,"0x00704030",41,"0x00805040",38,"0x00705040",37,"0x00604030",34,"0x00a08050",30,"0x00706040",28,"0x00907040",27,"0x00905030",21,"0x00a06040",19,"0x00b08060",19,"0x00906050",17,"0x00a08060",16,"0x00b09060",14,"0x00605030",12,"11012021  11:21:22"
"21MC010024CUNA03_01107_4_MC18-0162","","",52,23,30,43,0,0,0,0,16,74,27,0,0,0,0,373,0,68,145,0,0,0,193,46,448,239,0,0,0,0,3,0,3,5,0,1,181,479,0,0,0,0,"0x00704030",119,"0x00805030",100,"0x00705030",86,"0x00804030",76,"0x00805040",74,"0x00906040",68,"0x00905030",43,"0x00806040",39,"0x00a06040",32,"0x00905040",31,"0x00604030",25,"0x00705040",17,"0x00b07050",15,"0x00703020",15,"0x00904030",14,"0x00a07050",13,"0x00b06040",12,"0x00a05030",11,"0x00a05040",11,"0x00704020",11,"11012021  11:21:23"
"21MC010024CUNA03_01107_4_MC18-0162","","",41,22,19,260,0,0,0,0,0,341,44,0,0,0,0,511,0,71,156,0,0,0,688,158,455,213,0,0,0,0,3,0,3,5,0,1,99,516,0,0,0,0,"0x00704030",102,"0x00906040",90,"0x00805030",67,"0x00806040",64,"0x00804030",63,"0x00705030",55,"0x00805040",53,"0x00703020",42,"0x00a07050",40,"0x00907050",39,"0x00905030",30,"0x00905040",30,"0x00a08050",21,"0x00604030",20,"0x00907040",20,"0x00a06040",19,"0x00603020",19,"0x00704020",14,"0x00503020",13,"0x00906050",13,"11012021  11:21:25"
"21MC010024CUNA03_01107_4_MC18-0162","","",33,21,15,61,0,0,0,0,100,100,34,0,0,0,0,329,0,68,148,0,0,0,273,112,449,166,0,0,0,0,3,0,3,5,0,1,92,385,0,0,0,0,"0x00704030",133,"0x00805040",92,"0x00805030",81,"0x00906040",70,"0x00804030",69,"0x00806040",65,"0x00705030",63,"0x00905030",32,"0x00705040",32,"0x00703020",26,"0x00905040",25,"0x00603020",25,"0x00a06040",24,"0x00604030",21,"0x00a07050",16,"0x00a07040",16,"0x00b08050",15,"0x00c08050",13,"0x00a05040",12,"0x00904030",12,"11012021  11:21:27"
"21MC010024CUNA03_01107_4_MC18-0162","","",38,20,18,58,0,0,0,0,9,59,22,0,0,0,0,606,0,73,142,0,0,0,297,143,507,173,0,0,0,0,3,0,3,5,0,1,45,378,0,0,0,0,"0x00906040",129,"0x00806040",111,"0x00a07050",69,"0x00805040",57,"0x00805030",55,"0x00a06040",49,"0x00705030",48,"0x00907050",42,"0x00b07050",35,"0x00704030",30,"0x00907040",26,"0x00b08050",26,"0x00a07040",24,"0x00a08050",23,"0x00906050",21,"0x00b07040",21,"0x00905030",20,"0x00705040",19,"0x00905040",18,"0x00c08050",16,"11012021  11:21:29"
"21MC010024CUNA03_01107_4_MC18-0162","","",46,28,18,57,0,0,0,0,16,232,26,0,0,0,0,547,0,72,159,0,0,0,329,154,575,194,0,0,0,0,3,0,3,5,0,1,224,588,0,0,0,0,"0x00906040",131,"0x00806040",121,"0x00705030",99,"0x00805040",91,"0x00704030",63,"0x00a07050",48,"0x00604030",46,"0x00805030",43,"0x00907050",37,"0x00705040",35,"0x00905040",35,"0x00a06040",25,"0x00907040",25,"0x00906050",17,"0x00a07040",14,"0x00a08050",14,"0x00605030",13,"0x00b08050",9,"0x00604020",7,"0x00b07050",7,"11012021  11:21:31"
"21MC010024CUNA03_01107_4_MC18-0162","","",35,27,11,43,0,0,0,0,14,90,35,0,0,0,0,565,0,72,138,0,0,0,233,87,540,235,0,0,0,0,3,0,3,5,0,1,84,426,0,0,0,0,"0x00806040",125,"0x00704030",93,"0x00906040",88,"0x00705030",87,"0x00805040",76,"0x00805030",75,"0x00804030",45,"0x00905040",40,"0x00907050",40,"0x00604030",39,"0x00705040",38,"0x00a06040",28,"0x00a07050",21,"0x00905030",19,"0x00907040",18,"0x00603020",15,"0x00906050",11,"0x00a08050",11,"0x00a07040",9,"0x00704020",8,"11012021  11:21:32"
"21MC010024CUNA03_01107_4_MC18-0162","","",35,17,26,64,0,0,0,0,43,423,64,0,0,0,0,407,0,71,156,0,0,0,326,177,508,169,0,0,0,0,3,0,3,5,0,1,109,439,0,0,0,0,"0x00704030",100,"0x00906040",74,"0x00805030",72,"0x00705030",71,"0x00805040",65,"0x00806040",55,"0x00804030",45,"0x00604030",36,"0x00a06040",35,"0x00a07050",28,"0x00705040",28,"0x00905030",25,"0x00905040",22,"0x00907040",19,"0x00907050",17,"0x00a08050",16,"0x00605030",16,"0x00b07050",15,"0x00a07040",13,"0x00704020",12,"11012021  11:21:38"
"21MC010024CUNA03_01107_4_MC18-0162","","",47,29,22,46,0,0,0,0,13,228,50,0,0,0,0,409,0,69,136,0,0,0,249,83,564,256,0,0,0,0,3,0,3,5,0,1,147,515,0,0,0,0,"0x00805030",94,"0x00704030",88,"0x00906040",79,"0x00705030",63,"0x00806040",61,"0x00805040",58,"0x00804030",50,"0x00603020",40,"0x00604030",34,"0x00905030",31,"0x00a07050",29,"0x00b08050",27,"0x00905040",24,"0x00a06040",19,"0x00a07040",17,"0x00907050",16,"0x00704020",16,"0x00604020",13,"0x00907040",12,"0x00705040",12,"11012021  11:21:40"
"21MC010024CUNA03_01107_4_MC18-0162","","",24,17,9,133,0,0,0,0,12,49,24,0,0,0,0,543,0,71,144,0,0,0,284,55,244,110,0,0,0,0,3,0,3,5,0,1,225,403,0,0,0,0,"0x00805030",114,"0x00906040",97,"0x00704030",86,"0x00806040",84,"0x00705030",80,"0x00805040",59,"0x00a06040",53,"0x00905040",41,"0x00905030",34,"0x00804030",33,"0x00604030",26,"0x00907050",26,"0x00a07050",22,"0x00907040",22,"0x00705040",19,"0x00a07040",18,"0x00b07050",18,"0x00a08050",15,"0x00b07040",10,"0x00c08050",9,"11012021  11:21:41"
"21MC010024CUNA03_01107_4_MC18-0162","","",31,24,11,75,0,0,0,0,27,53,30,0,0,0,0,472,0,71,145,0,0,0,205,39,279,140,0,0,0,0,3,0,3,5,0,1,81,259,0,0,0,0,"0x00805040",149,"0x00806040",129,"0x00906040",93,"0x00805030",89,"0x00705030",85,"0x00704030",70,"0x00705040",57,"0x00905040",30,"0x00a07040",22,"0x00907050",20,"0x00604030",19,"0x00a06040",17,"0x00603020",16,"0x00905030",14,"0x00907040",14,"0x00a07050",14,"0x00804030",12,"0x00906050",12,"0x00605030",10,"0x00a08050",9,"11012021  11:21:43"
"21MC010024CUNA03_01107_4_MC18-0162","","",41,19,26,48,0,0,0,0,197,210,42,0,0,0,0,520,0,74,156,0,0,0,366,296,733,209,0,0,0,0,3,0,3,5,0,1,158,653,0,0,0,0,"0x00705030",116,"0x00704030",88,"0x00806040",87,"0x00604030",86,"0x00906040",60,"0x00805030",56,"0x00805040",36,"0x00907040",30,"0x00907050",28,"0x00705040",27,"0x00a07040",24,"0x00604020",23,"0x00603020",19,"0x00a08050",18,"0x00905030",16,"0x00a07050",15,"0x00804030",14,"0x00a06040",12,"0x00503020",12,"0x00704020",11,"11012021  11:21:46"
"21MC010024CUNA03_01107_4_MC18-0162","","",29,20,9,57,0,0,0,0,232,69,19,0,0,0,0,298,0,67,177,0,0,0,315,182,553,179,0,0,0,0,3,0,3,5,0,1,259,625,0,0,0,0,"0x00704030",237,"0x00705030",98,"0x00805030",88,"0x00603020",79,"0x00805040",76,"0x00604030",61,"0x00906040",53,"0x00806040",48,"0x00804030",29,"0x00604020",20,"0x00705040",19,"0x00703020",15,"0x00704020",15,"0x00905040",15,"0x00907040",10,"0x00703030",10,"0x00a07050",10,"0x00503020",9,"0x00a07040",8,"0x00603030",7,"11012021  11:21:49"
"21MC010024CUNA03_01107_4_MC18-0162","","",21,18,10,111,0,0,0,0,41,281,72,0,0,0,0,460,0,71,150,0,0,0,383,157,364,127,0,0,0,0,3,0,3,5,0,1,178,427,0,0,0,0,"0x00906040",90,"0x00806040",63,"0x00704030",59,"0x00805030",58,"0x00804030",46,"0x00905030",46,"0x00805040",43,"0x00904030",40,"0x00705030",31,"0x00b08050",29,"0x00703020",25,"0x00a07040",24,"0x00a05030",23,"0x00a06040",23,"0x00a07050",22,"0x00905040",22,"0x00907040",21,"0x00a08050",19,"0x00a05040",17,"0x00907050",15,"11012021  11:21:52"
"21MC010024CUNA03_01107_4_MC18-0162","","",29,14,16,86,0,0,0,0,31,72,15,0,0,0,0,318,0,69,159,0,0,0,258,65,308,140,0,0,0,0,3,0,3,5,0,1,183,376,0,0,0,0,"0x00704030",173,"0x00804030",108,"0x00805040",105,"0x00705030",96,"0x00805030",77,"0x00604030",50,"0x00806040",49,"0x00705040",43,"0x00905040",36,"0x00603020",33,"0x00905030",32,"0x00906040",31,"0x00a06040",18,"0x00703020",16,"0x00605030",15,"0x00904030",13,"0x00503020",10,"0x00704020",10,"0x00604020",9,"0x00703030",7,"11012021  11:21:55"
"21MC010024CUNA03_01107_4_MC18-0162","","",31,15,16,62,0,0,0,0,11,184,54,0,0,0,0,283,0,67,152,0,0,0,352,233,582,192,0,0,0,0,3,0,3,5,0,1,114,504,0,0,0,0,"0x00905030",85,"0x00804030",72,"0x00805030",70,"0x00704030",59,"0x00906040",46,"0x00a06040",42,"0x00904030",39,"0x00806040",33,"0x00905040",31,"0x00907050",28,"0x00805040",25,"0x00705030",24,"0x00a05030",22,"0x00b07040",22,"0x00c07040",20,"0x00a05040",18,"0x00703020",16,"0x00b06040",16,"0x00803020",15,"0x00a07040",12,"11012021  11:21:57"
